timestamp,X,Y,Z
1764346647448,1.954050,-12.487950,0.354000
1764346647458,2.808000,-12.943050,0.237000
1764346647468,3.478950,-12.414001,-0.073050
1764346647478,3.993000,-11.293051,-0.222000
1764346647488,4.069950,-9.964050,-0.484950
1764346647498,3.898050,-8.794050,-1.701000
1764346647508,3.814050,-8.233050,-3.705000
1764346647518,3.184050,-8.449050,-4.239000
1764346647528,2.394000,-10.222951,-2.341050
1764346647538,0.270000,-11.977950,0.639000
1764346647548,-1.962000,-12.756001,2.040000
1764346647558,-3.070950,-13.158001,2.515950
1764346647567,-3.243000,-13.096050,1.744950
1764346647577,-2.902950,-12.622050,0.574950
1764346647587,-2.467050,-11.997001,-0.250050
1764346647597,-2.259000,-11.491951,-0.745950
1764346647607,-2.329050,-10.879050,-0.885000
1764346647617,-2.641950,-10.162951,-0.768000
1764346647627,-2.665950,-9.723001,-0.543000
1764346647637,-2.319000,-9.562051,-0.454050
1764346647647,-1.873950,-9.622050,-0.406050
1764346647657,-1.399950,-9.880951,-0.346050
1764346647667,-1.026000,-10.146001,-0.223950
1764346647677,-0.684000,-10.375951,-0.175950
1764346647687,-0.376950,-10.558050,-0.046950
1764346647697,-0.159000,-10.771050,0.120000
1764346647707,0.040950,-10.996051,-0.091950
1764346647717,0.330000,-11.446051,-0.411000
1764346647727,0.589050,-11.809951,-0.507000
1764346647737,0.754050,-12.016050,-0.568950
1764346647747,0.949950,-12.306001,-0.697950
1764346647756,1.177950,-12.495001,-0.868050
1764346647766,1.348050,-12.375001,-1.050000
1764346647776,1.402950,-12.064051,-1.110000
1764346647786,1.414950,-11.446051,-1.041000
1764346647796,1.336050,-10.623000,-0.945000
1764346647806,1.164000,-9.676950,-0.777000
1764346647816,1.077000,-8.590051,-0.543000
1764346647826,0.912000,-7.647000,-0.523050
1764346647836,0.364050,-6.720000,-0.825000
1764346647846,-0.351000,-5.995050,-1.177050
1764346647856,-0.990000,-5.623950,-1.242000
1764346647866,-1.468950,-5.377050,-1.318050
1764346647876,-2.107950,-5.236050,-1.929000
1764346647886,-2.599050,-5.394000,-2.101050
1764346647896,-2.881950,-5.758050,-1.930950
1764346647906,-2.989050,-6.414001,-1.450050
1764346647916,-2.922000,-7.158000,-0.993000
1764346647926,-2.839050,-7.750051,-0.838950
1764346647936,-2.845950,-8.181001,-0.826950
1764346647946,-2.785950,-8.485050,-0.787050
1764346647955,-2.671050,-8.686050,-0.636000
1764346647965,-2.587050,-8.763000,-0.495000
1764346647975,-2.365050,-8.784000,-0.535050
1764346647985,-1.917000,-8.679001,-0.600000
1764346647995,-1.570050,-8.545051,-0.775050
1764346648005,-1.302000,-8.383950,-0.862950
1764346648015,-1.191000,-8.095051,-0.825000
1764346648025,-1.183950,-7.800000,-0.732000
1764346648035,-1.182000,-7.795050,-0.586050
1764346648045,-1.170000,-8.050950,-0.430050
1764346648055,-1.258050,-8.401051,-0.238950
1764346648065,-1.420950,-8.698050,-0.034950
1764346648075,-1.609950,-8.845950,0.076950
1764346648085,-1.825950,-9.004050,0.100050
1764346648095,-1.974000,-9.246000,0.241950
1764346648105,-1.986000,-9.526051,0.202950
1764346648115,-2.002950,-9.699000,-0.081000
1764346648125,-1.966950,-9.873000,-0.468000
1764346648135,-1.933950,-10.174951,-0.736950
1764346648144,-1.855050,-10.792951,-0.856050
1764346648154,-1.858950,-11.595000,-0.954000
1764346648164,-1.819050,-12.411000,-0.925950
1764346648174,-1.656000,-13.029000,-0.709950
1764346648184,-1.444950,-13.213051,-0.523050
1764346648194,-1.278000,-12.811050,-0.496950
1764346648204,-1.171950,-11.667001,-0.673950
1764346648214,-1.041000,-10.576950,-0.954000
1764346648224,-0.838950,-9.835051,-1.266000
1764346648234,-0.507000,-9.471001,-1.633950
1764346648244,-0.223950,-9.403951,-1.909950
1764346648254,0.190950,-9.553050,-2.335950
1764346648264,1.012950,-9.933001,-3.894000
1764346648274,1.855050,-10.302000,-5.286000
1764346648284,1.611000,-9.945001,-3.957000
1764346648294,0.946050,-9.375000,-1.816050
1764346648304,0.522000,-9.040051,-0.588000
1764346648314,0.546000,-8.992050,-0.420000
1764346648324,0.843000,-9.157950,-0.576000
1764346648334,0.879000,-9.249001,-0.732000
1764346648343,0.768000,-9.280050,-0.744000
1764346648353,0.631950,-9.538051,-0.769950
1764346648363,0.406950,-10.081950,-0.934950
1764346648373,0.055050,-10.678050,-1.014000
1764346648383,-0.073050,-11.286000,-0.922950
1764346648393,-0.022950,-11.712001,-0.823050
1764346648403,-0.001050,-11.731050,-0.727050
1764346648413,-0.082950,-11.212050,-0.667050
1764346648423,0.048000,-10.680000,-0.736950
1764346648433,0.096000,-10.228050,-0.729000
1764346648443,0.163050,-10.066951,-0.588000
1764346648453,0.294000,-10.078951,-0.669000
1764346648463,0.358950,-10.117950,-0.756000
1764346648473,0.466950,-10.129951,-0.832050
1764346648483,0.547950,-10.060050,-0.907050
1764346648493,0.619950,-9.967051,-0.930000
1764346648503,0.711000,-9.859051,-0.918000
1764346648513,0.795000,-9.720000,-0.838950
1764346648523,0.843000,-9.604951,-0.768000
1764346648532,0.819000,-9.493051,-0.784050
1764346648542,0.586950,-9.160050,-0.921000
1764346648552,0.417000,-8.992050,-1.000050
1764346648562,0.223050,-8.961000,-1.072050
1764346648572,-0.013050,-9.069000,-1.053000
1764346648582,-0.148050,-9.283951,-0.988050
1764346648592,-0.331950,-9.421050,-1.038000
1764346648602,-0.423000,-9.631950,-1.050000
1764346648612,-0.418050,-9.849001,-1.110000
1764346648622,-0.340950,-10.012051,-1.186950
1764346648632,-0.219000,-10.102950,-1.297050
1764346648642,-0.130950,-10.141951,-1.354050
1764346648652,-0.115950,-10.102950,-1.426050
1764346648662,-0.078000,-10.075050,-1.432950
1764346648672,-0.033000,-9.961950,-1.519050
1764346648682,-0.013050,-9.859051,-1.642050
1764346648692,-0.016050,-9.856951,-1.812000
1764346648702,-0.088050,-9.936001,-2.101050
1764346648712,-0.262050,-10.048051,-2.455950
1764346648722,-0.382050,-10.225051,-2.683050
1764346648731,-0.480000,-10.321051,-2.869950
1764346648741,-0.598050,-10.354951,-3.310050
1764346648751,-0.817950,-10.410001,-3.978000
1764346648761,-0.880050,-10.359000,-4.699050
1764346648771,-0.874950,-10.096050,-4.495050
1764346648781,-0.349050,-9.909000,-3.448950
1764346648791,-0.283950,-9.531000,-2.791050
1764346648801,0.115050,-9.415951,-2.688000
1764346648811,0.625050,-9.373051,-2.131950
1764346648821,0.667950,-9.282001,-1.267950
1764346648831,0.541050,-9.169950,-0.610050
1764346648841,0.450000,-8.764951,-0.343950
1764346648851,0.304050,-8.257051,-0.238950
1764346648861,0.237000,-8.032050,-0.187950
1764346648871,0.117000,-8.032050,-0.397050
1764346648881,0.000000,-8.134951,-0.556950
1764346648891,-0.163950,-8.299951,-0.559050
1764346648901,-0.406050,-8.605050,-0.543000
1764346648911,-0.691050,-8.899051,-0.576000
1764346648920,-0.871050,-9.031051,-0.796050
1764346648930,-0.952050,-9.037951,-1.158000
1764346648940,-1.000050,-8.896951,-1.455000
1764346648950,-1.053000,-8.647950,-1.527000
1764346648960,-1.017000,-8.439000,-1.402050
1764346648970,-0.909000,-8.487000,-1.210950
1764346648980,-0.838950,-8.820001,-1.072050
1764346648990,-0.813000,-9.373051,-1.042950
1764346649000,-0.792000,-10.063050,-1.279950
1764346649010,-0.685950,-10.828951,-1.645950
1764346649020,-0.600000,-11.451000,-1.914000
1764346649030,-0.532950,-11.776951,-2.013000
1764346649040,-0.538050,-11.728951,-2.014950
1764346649050,-0.700950,-11.122951,-1.914000
1764346649060,-0.709950,-10.474051,-1.728000
1764346649070,-0.547050,-9.943050,-1.576950
1764346649080,-0.492000,-9.586050,-1.555050
1764346649090,-0.520950,-9.507001,-1.455000
1764346649100,-0.468000,-9.604951,-1.270050
1764346649109,-0.406050,-9.628950,-1.171950
1764346649119,-0.343950,-9.616950,-1.098000
1764346649129,-0.322050,-9.622050,-1.045050
1764346649139,-0.274050,-9.583950,-1.021050
1764346649149,-0.214950,-9.529051,-1.078950
1764346649159,-0.262050,-9.507001,-1.194000
1764346649169,-0.376950,-9.363001,-1.299000
1764346649179,-0.586050,-9.217051,-1.354050
1764346649189,-0.787050,-9.229051,-1.360950
1764346649199,-0.787050,-9.394951,-1.452000
1764346649209,-0.631050,-9.469050,-1.546050
1764346649219,-0.472950,-9.495001,-1.567050
1764346649229,-0.379950,-9.639001,-1.563000
1764346649239,-0.358050,-9.796950,-1.519050
1764346649249,-0.397050,-9.877951,-1.504950
1764346649259,-0.424950,-9.933001,-1.531050
1764346649269,-0.444000,-9.940050,-1.609950
1764346649279,-0.391950,-9.802051,-1.677000
1764346649289,-0.358050,-9.592951,-1.663050
1764346649299,-0.358050,-9.433050,-1.573950
1764346649308,-0.327000,-9.370951,-1.366050
1764346649318,-0.327000,-9.313050,-1.170000
1764346649328,-0.319950,-9.165000,-1.062000
1764346649338,-0.313050,-9.037951,-1.048050
1764346649348,-0.487050,-9.181951,-1.045050
1764346649358,-0.709950,-9.517051,-1.102950
1764346649368,-0.906000,-9.973950,-1.255950
1764346649378,-1.021050,-10.386001,-1.426050
1764346649388,-1.018950,-10.558050,-1.503000
1764346649398,-0.913950,-10.494000,-1.576950
1764346649408,-0.739050,-10.318951,-1.692000
1764346649418,-0.514050,-10.161000,-1.764000
1764346649428,-0.282000,-10.042951,-1.699050
1764346649438,-0.118950,-9.864000,-1.540950
1764346649448,0.028950,-9.684000,-1.371000
1764346649458,0.096000,-9.507001,-1.311000
1764346649468,0.055050,-9.280050,-1.390050
1764346649478,-0.069000,-9.012000,-1.488000
1764346649488,-0.174000,-8.860950,-1.527000
1764346649497,-0.223950,-8.949000,-1.516950
1764346649507,-0.315000,-9.055051,-1.491000
1764346649517,-0.307950,-9.126000,-1.459950
1764346649527,-0.246000,-9.237000,-1.407000
1764346649537,-0.166950,-9.343950,-1.323000
1764346649547,-0.106950,-9.438001,-1.239000
1764346649557,-0.040050,-9.466050,-1.182000
1764346649567,0.000000,-9.502050,-1.153050
1764346649577,0.052950,-9.586050,-1.174950
1764346649587,0.010050,-9.634050,-1.213050
1764346649597,-0.021000,-9.658051,-1.255950
1764346649607,-0.078000,-9.688951,-1.287000
1764346649617,-0.154950,-9.811050,-1.366050
1764346649627,-0.229050,-9.952050,-1.468950
1764346649637,-0.306000,-10.110001,-1.689000
1764346649647,-0.375000,-10.173000,-1.905000
1764346649657,-0.439950,-10.141951,-2.056050
1764346649667,-0.460950,-10.093950,-2.140050
1764346649677,-0.459000,-9.943050,-2.233050
1764346649687,-0.432000,-9.748950,-2.412000
1764346649696,-0.363000,-9.622050,-2.593950
1764346649706,-0.262050,-9.490050,-2.731050
1764346649716,-0.159000,-9.474000,-2.733000
1764346649726,0.012000,-9.343950,-2.818950
1764346649736,0.187050,-9.058950,-2.815050
1764346649746,0.310950,-8.710051,-2.776050
1764346649756,0.406950,-8.391001,-2.830950
1764346649766,0.366000,-8.152050,-2.877000
1764346649776,0.286950,-8.209050,-2.830950
1764346649786,0.259050,-8.425051,-2.797950
1764346649796,0.262950,-8.614051,-2.673000
1764346649806,0.304050,-8.746051,-2.581950
1764346649816,0.261000,-8.716950,-2.500950
1764346649826,0.265950,-8.865001,-2.344950
1764346649836,0.286950,-8.964001,-2.131950
1764346649846,0.357000,-8.980050,-1.962000
1764346649856,0.378000,-8.977950,-1.825950
1764346649866,0.334950,-9.046950,-1.657950
1764346649876,0.259050,-9.205050,-1.399950
1764346649885,0.112050,-9.423000,-1.275000
1764346649895,-0.076050,-9.817950,-1.371000
1764346649905,-0.316950,-10.225051,-1.606050
1764346649915,-0.492000,-10.695001,-1.918950
1764346649925,-0.622050,-11.011050,-2.155950
1764346649935,-0.781950,-11.014951,-2.484000
1764346649945,-0.724950,-10.732950,-2.668950
1764346649955,-0.499050,-10.264050,-2.602050
1764346649965,-0.289050,-9.861000,-2.377050
1764346649975,-0.030000,-9.712951,-2.293050
1764346649985,0.201000,-9.781950,-2.314050
1764346649995,0.397050,-9.877951,-2.298000
1764346650005,0.502950,-9.885000,-2.452950
1764346650015,0.558000,-9.748950,-2.752050
1764346650025,0.661050,-9.519000,-3.013050
1764346650035,0.742050,-9.256050,-3.250050
1764346650045,0.747000,-9.205050,-3.388950
1764346650055,0.405000,-9.421050,-3.391950
1764346650065,0.007050,-9.619950,-3.294000
1764346650074,-0.271950,-9.631950,-3.325050
1764346650084,-0.499050,-9.439950,-3.568950
1764346650094,-0.772050,-9.229051,-3.660000
1764346650104,-1.029000,-9.093000,-3.550050
1764346650114,-1.138950,-9.034950,-3.370050
1764346650124,-1.018950,-8.965950,-3.379950
1764346650134,-0.430050,-8.734051,-3.856050
1764346650144,-0.271950,-8.605050,-4.093050
1764346650154,-0.241050,-8.700001,-4.060050
1764346650164,-0.274050,-8.760000,-3.958950
1764346650174,-0.229050,-8.716950,-3.849000
1764346650184,-0.235950,-8.631001,-3.543000
1764346650194,-0.259950,-8.530050,-3.274050
1764346650204,-0.069000,-8.377050,-3.337050
1764346650214,0.073950,-8.299951,-3.136050
1764346650224,0.004950,-8.241000,-2.563050
1764346650234,-0.219000,-8.226001,-1.708950
1764346650244,-0.589950,-8.230950,-1.054950
1764346650254,-0.720000,-8.365050,-1.146000
1764346650263,-0.424950,-9.124050,-1.560000
1764346650273,0.165000,-10.491000,-1.917000
1764346650283,0.843000,-11.875051,-2.017050
1764346650293,0.517050,-12.877951,-1.807050
1764346650303,-0.696000,-12.496950,-1.921950
1764346650313,-1.198950,-11.383950,-1.870950
1764346650323,-1.342050,-10.060050,-1.432950
1764346650333,-0.316950,-8.820001,-1.510050
1764346650343,0.630000,-8.005950,-1.795050
1764346650353,1.081950,-8.314950,-2.190000
1764346650363,0.816000,-8.944051,-1.668000
1764346650373,0.261000,-9.375000,-0.934950
1764346650383,-0.382050,-9.679951,-0.459000
1764346650393,-1.111950,-10.101001,0.049950
1764346650403,-1.897950,-10.306951,0.193950
1764346650413,-2.410050,-10.435950,-0.174000
1764346650423,-2.614050,-10.740001,-0.715050
1764346650433,-2.713950,-11.041950,-1.096050
1764346650443,-2.761950,-11.257051,-1.309050
1764346650453,-2.656950,-11.310000,-1.435950
1764346650462,-2.451000,-10.989000,-1.299000
1764346650472,-2.197050,-10.387951,-0.976050
1764346650482,-1.893000,-9.829950,-0.789000
1764346650492,-1.582050,-9.423000,-0.724950
1764346650502,-1.411950,-9.079050,-0.703050
1764346650512,-1.339950,-8.881950,-0.660000
1764346650522,-1.378050,-8.710051,-0.729000
1764346650532,-1.369050,-8.587951,-0.637950
1764346650542,-1.330050,-8.506050,-0.562050
1764346650552,-1.273050,-8.371950,-0.556950
1764346650562,-1.249050,-8.185950,-0.640950
1764346650572,-1.207950,-8.083051,-0.658050
1764346650582,-1.242000,-8.050950,-0.628950
1764346650592,-1.282050,-8.116051,-0.622050
1764346650602,-1.323000,-8.242950,-0.684000
1764346650612,-1.230000,-8.446051,-0.796050
1764346650622,-1.069050,-8.632951,-0.862950
1764346650632,-0.966000,-8.587951,-0.952050
1764346650642,-0.894000,-8.467951,-1.021050
1764346650651,-0.874950,-8.290951,-1.053000
1764346650661,-0.913950,-8.133000,-1.081050
1764346650671,-1.018950,-7.996050,-1.194000
1764346650681,-1.120050,-7.888950,-1.357050
1764346650691,-1.227000,-7.905000,-1.582050
1764346650701,-1.359000,-8.080050,-1.873950
1764346650711,-1.561950,-8.224051,-2.101050
1764346650721,-1.753950,-8.335951,-2.271000
1764346650731,-2.001000,-8.347950,-2.796000
1764346650741,-2.163000,-8.305051,-3.271950
1764346650751,-2.185050,-8.128051,-3.645000
1764346650761,-2.022000,-7.896000,-3.388950
1764346650771,-1.560000,-7.750051,-2.017050
1764346650781,-1.254000,-7.840950,-1.021050
1764346650791,-1.132050,-7.879050,-0.684000
1764346650801,-0.985050,-7.888950,-0.813000
1764346650811,-0.978000,-7.881001,-1.263000
1764346650821,-1.060050,-7.936950,-1.552950
1764346650831,-1.045050,-8.029950,-1.567050
1764346650841,-1.062000,-8.265000,-1.540950
1764346650850,-1.072050,-8.643001,-1.585950
1764346650860,-1.123950,-9.037951,-1.615050
1764346650870,-1.158000,-9.409050,-1.596000
1764346650880,-1.285050,-9.817950,-1.696950
1764346650890,-1.294050,-10.357051,-1.551000
1764346650900,-1.266000,-11.004001,-1.522050
1764346650910,-1.354050,-11.623951,-1.536000
1764346650920,-1.372950,-12.363001,-1.747050
1764346650930,-1.290000,-12.991051,-1.636950
1764346650940,-1.279950,-13.288051,-1.831050
1764346650950,-1.456950,-13.156051,-2.989050
1764346650960,-1.933950,-12.760951,-4.914000
1764346650970,-1.594050,-13.039051,-5.278050
1764346650980,-0.319950,-13.563001,-3.835050
1764346650990,0.724950,-14.173051,-2.374050
1764346651000,1.116000,-14.383950,-1.701000
1764346651010,0.646050,-13.915051,-1.279950
1764346651020,0.306000,-13.330951,-0.990000
1764346651030,0.802050,-12.367950,-0.808050
1764346651040,0.703950,-11.371950,-0.550050
1764346651049,0.639000,-10.768950,-0.516000
1764346651059,0.736950,-10.465051,-0.760050
1764346651069,0.631950,-10.093950,-1.048050
1764346651079,0.534000,-9.849001,-1.468950
1764346651089,0.448050,-9.736951,-1.938000
1764346651099,0.081000,-9.507001,-1.924050
1764346651109,-0.454050,-9.097950,-1.573950
1764346651119,-0.673950,-8.461050,-1.255950
1764346651129,-0.601950,-7.840950,-1.086000
1764346651139,-0.535050,-7.242001,-0.997050
1764346651149,-0.412950,-6.711000,-0.937950
1764346651159,-0.267000,-6.265050,-0.817950
1764346651169,-0.250050,-5.908950,-0.829950
1764346651179,-0.451950,-5.707950,-1.069050
1764346651189,-0.588000,-5.563950,-1.381050
1764346651199,-0.808050,-5.530050,-1.606050
1764346651209,-1.254000,-5.692950,-1.543050
1764346651219,-1.696950,-5.928000,-1.540950
1764346651229,-2.034000,-6.358950,-1.275000
1764346651238,-2.398050,-6.655951,-0.957000
1764346651248,-2.716050,-6.862051,-0.660000
1764346651258,-2.866950,-6.759000,-0.700950
1764346651268,-3.088050,-6.277050,-1.018950
1764346651278,-3.403950,-5.676000,-1.816050
1764346651288,-3.576000,-5.113950,-3.471000
1764346651298,-3.565950,-4.731000,-7.371000
1764346651308,-2.617950,-6.232050,-9.343950
1764346651318,-2.479050,-7.743001,-7.798950
1764346651328,-1.974000,-8.758050,-6.150000
1764346651338,-1.261050,-9.009001,-4.986000
1764346651348,-0.933000,-8.557051,-3.811050
1764346651358,-0.904050,-7.708951,-2.745000
1764346651368,-0.799050,-7.053000,-2.494050
1764346651378,-1.024050,-6.933001,-2.712000
1764346651388,-1.075950,-7.434000,-3.133050
1764346651398,-0.865950,-8.367001,-4.471050
1764346651408,-0.508950,-9.591001,-6.540000
1764346651418,-0.954000,-10.582050,-5.625000
1764346651428,-1.845000,-11.451000,-0.904050
1764346651437,-2.326050,-12.520950,2.005950
1764346651447,-2.842950,-13.041000,1.963050
1764346651457,-3.109050,-13.036051,1.683000
1764346651467,-3.289050,-12.672001,1.480050
1764346651477,-3.114000,-12.748951,0.795000
1764346651487,-2.944050,-13.374001,0.103050
1764346651497,-2.968050,-14.218950,-0.490050
1764346651507,-2.998950,-15.061951,-0.880050
1764346651517,-2.745000,-15.754051,-1.141050
1764346651527,-2.341050,-16.129051,-1.230000
1764346651537,-1.945950,-16.141050,-1.207950
1764346651547,-1.548000,-15.433051,-1.279950
1764346651557,-0.997050,-13.828951,-1.522050
1764346651567,-0.709950,-12.136050,-1.716000
1764346651577,-0.885000,-10.771050,-1.645950
1764346651587,-1.261050,-9.907050,-1.447950
1764346651597,-1.402050,-9.565050,-0.997050
1764346651607,-1.426050,-9.370951,-0.586050
1764346651617,-1.522050,-9.220051,-0.373050
1764346651627,-1.624950,-8.791050,-0.367950
1764346651636,-1.546050,-8.398951,-0.238950
1764346651646,-1.411950,-7.965000,-0.195000
1764346651656,-1.219950,-7.531950,-0.250050
1764346651666,-0.949950,-7.168050,-0.511050
1764346651676,-0.646050,-6.823050,-0.715050
1764346651686,-0.267000,-6.636000,-1.251000
1764346651696,0.084000,-6.619950,-2.199000
1764346651706,0.369000,-6.838050,-3.693000
1764346651716,0.132000,-7.021950,-5.380950
1764346651726,-0.685950,-6.811050,-7.522050
1764346651736,-1.078950,-6.646050,-7.057050
1764346651746,-1.536000,-6.403950,-4.275000
1764346651756,-2.062950,-6.379951,-2.398050
1764346651766,-2.251950,-6.730050,-2.089050
1764346651776,-2.386050,-7.017000,-3.271950
1764346651786,-2.460000,-7.114950,-4.066950
1764346651796,-2.527050,-7.173000,-3.958950
1764346651806,-2.371950,-7.302001,-2.901000
1764346651816,-2.518050,-7.386000,-1.788000
1764346651825,-2.749950,-7.249050,-2.149050
1764346651835,-2.917950,-7.051050,-2.896050
1764346651845,-2.676000,-7.005000,-2.884050
1764346651855,-2.179950,-7.158000,-2.724000
1764346651865,-2.077050,-7.537050,-4.584000
1764346651875,-1.582050,-8.542050,-7.737000
1764346651885,-0.289050,-9.964050,-7.645950
1764346651895,0.739950,-11.250001,-2.833950
1764346651905,0.543000,-12.580951,0.024000
1764346651915,0.522000,-13.741951,-0.892050
1764346651925,1.087050,-15.222001,-2.286000
1764346651935,1.687950,-17.499001,-2.968050
1764346651945,1.602000,-18.634050,-2.524950
1764346651955,1.720950,-18.801001,-2.250000
1764346651965,1.990050,-18.066000,-2.407950
1764346651975,2.148000,-17.025002,-1.606050
1764346651985,1.482000,-15.102001,-1.459950
1764346651995,0.546000,-13.117950,-1.692000
1764346652005,-0.262050,-11.506050,-1.708950
1764346652015,-0.423000,-10.465051,-1.567050
1764346652024,0.069000,-9.754050,-1.378050
1764346652034,0.922050,-9.189000,-0.993000
1764346652044,1.135050,-8.475000,-0.571050
1764346652054,1.128000,-7.897950,-0.301050
1764346652064,1.140000,-7.398000,-0.444000
1764346652074,1.036950,-6.931050,-0.850950
1764346652084,0.874050,-6.430950,-1.704000
1764346652094,0.639000,-5.976000,-2.581950
1764346652104,0.451950,-5.703000,-2.812050
1764346652114,0.232050,-5.479950,-2.953950
1764346652124,0.076950,-5.265000,-3.403950
1764346652134,-0.283950,-5.125950,-2.749950
1764346652144,-0.487050,-5.080050,-1.816050
1764346652154,-0.540000,-5.071050,-1.816050
1764346652164,-0.562050,-5.158950,-2.793000
1764346652174,-0.660000,-5.217000,-4.681950
1764346652184,-0.688950,-5.035050,-7.524000
1764346652194,-0.448950,-5.394000,-9.580951
1764346652204,-0.826950,-6.238950,-8.970000
1764346652213,-1.873950,-7.230000,-7.129050
1764346652223,-2.034000,-7.750051,-5.748000
1764346652233,-1.464000,-8.004001,-4.888050
1764346652243,-0.625950,-8.274000,-3.877950
1764346652253,0.153000,-8.554050,-2.293050
1764346652263,0.553050,-8.584950,-2.902950
1764346652273,1.033950,-8.929951,-4.500000
1764346652283,1.101000,-10.587001,-5.086950
1764346652293,0.241950,-13.278001,-3.592950
1764346652303,-1.435950,-15.415951,-1.182000
1764346652313,-1.462050,-16.218000,0.184050
1764346652323,-1.029000,-15.507001,0.325950
1764346652333,-0.732000,-13.924050,0.145950
1764346652343,-0.673950,-12.519001,0.631950
1764346652353,-0.520950,-12.106951,1.264050
1764346652363,-0.322050,-12.664950,1.305000
1764346652373,-0.310050,-13.729951,1.129950
1764346652383,-0.492000,-14.509050,1.003050
1764346652393,-1.009050,-14.571001,0.268050
1764346652403,-1.761000,-14.422050,-0.727050
1764346652412,-2.458050,-14.422050,-1.519050
1764346652422,-3.106950,-14.257051,-2.074950
1764346652432,-3.837000,-13.564951,-2.113050
1764346652442,-4.303950,-12.462001,-1.858950
1764346652452,-4.270050,-11.458051,-1.090950
1764346652462,-3.918000,-10.660951,-0.409050
1764346652472,-3.496950,-9.937950,-0.352950
1764346652482,-3.115950,-9.198001,-0.966000
1764346652492,-2.664000,-8.455951,-1.347000
1764346652502,-2.278050,-7.980000,-1.540950
1764346652512,-1.965000,-7.780951,-1.546050
1764346652522,-1.761000,-7.666050,-1.479000
1764346652532,-1.645950,-7.606050,-1.285050
1764346652542,-1.624950,-7.510050,-1.042950
1764346652552,-1.620000,-7.350000,-0.799050
1764346652562,-1.561950,-7.138950,-0.595050
1764346652572,-1.474050,-6.868950,-0.468000
1764346652582,-1.360950,-6.553051,-0.370050
1764346652592,-1.230000,-6.229050,-0.247950
1764346652601,-1.117050,-6.013950,-0.193050
1764346652611,-1.132050,-6.028050,-0.270000
1764346652621,-1.143000,-6.292050,-0.409050
1764346652631,-1.105050,-6.778050,-0.610050
1764346652641,-1.098000,-7.558050,-0.913950
1764346652651,-1.038000,-8.446051,-1.327950
1764346652661,-1.122000,-8.989950,-1.711050
1764346652671,-1.539000,-9.114000,-2.071950
1764346652681,-2.154000,-8.956051,-2.527050
1764346652691,-2.761950,-8.746051,-2.593950
1764346652701,-3.181050,-8.700001,-2.617950
1764346652711,-3.550050,-8.743051,-2.728050
1764346652721,-3.988050,-8.796000,-2.841000
1764346652731,-4.431000,-8.925000,-2.905950
1764346652741,-4.900050,-9.037951,-2.926950
1764346652751,-5.190000,-9.105000,-3.142950
1764346652761,-5.515050,-9.141001,-3.355950
1764346652771,-5.854950,-9.055051,-3.676950
1764346652781,-6.111000,-8.740951,-4.300950
1764346652791,-5.530050,-8.202001,-6.054000
1764346652800,-3.631050,-7.738050,-9.745951
1764346652810,-2.182950,-7.888950,-11.956051
1764346652820,-2.889000,-8.833950,-7.194000
1764346652830,-3.673950,-10.054951,-2.383950
1764346652840,-4.701000,-10.927051,-0.708000
1764346652850,-3.271950,-11.632951,3.270000
1764346652860,-2.377050,-11.731050,3.117000
1764346652870,-2.286000,-11.596951,2.920950
1764346652880,-1.977000,-12.708000,2.137950
1764346652890,-1.555050,-15.001950,0.511950
1764346652900,-0.850950,-18.090000,-1.974000
1764346652910,0.277950,-21.262951,-3.571050
1764346652920,1.843050,-23.082001,-4.270050
1764346652930,3.457050,-22.632002,-5.311950
1764346652940,4.318950,-19.777950,-5.062950
1764346652950,3.700950,-15.993001,-3.993000
1764346652960,3.498000,-12.316051,-2.044050
1764346652970,3.756000,-9.924001,-1.290000
1764346652980,4.029000,-8.748000,-1.222950
1764346652989,3.555000,-8.607000,-2.310000
1764346652999,2.695950,-8.572950,-2.197050
1764346653009,1.519950,-8.571000,-1.512000
1764346653019,0.900000,-8.482050,-1.249050
1764346653029,1.257000,-8.206950,-0.717000
1764346653039,1.855050,-7.543951,0.694050
1764346653049,1.915050,-7.020000,2.005950
1764346653059,1.207050,-6.297000,1.561050
1764346653069,0.883050,-5.587950,1.065000
1764346653079,0.759000,-5.071050,0.676950
1764346653089,0.583950,-4.692000,0.306000
1764346653099,0.469050,-4.527000,0.235050
1764346653109,0.256050,-4.515000,0.462000
1764346653119,-0.210000,-4.656000,0.819000
1764346653129,-0.717000,-5.121000,1.162950
1764346653139,-1.218000,-5.803050,1.408050
1764346653149,-1.708950,-6.568950,1.302000
1764346653159,-2.202000,-7.348050,0.739950
1764346653169,-2.716050,-7.992001,-0.018000
1764346653178,-3.316950,-8.509050,-0.456000
1764346653188,-4.227000,-9.045000,-2.005050
1764346653198,-4.810950,-9.919050,-6.691051
1764346653208,-7.455000,-9.760950,-47.545952
1764346653218,-6.327000,-12.495001,-24.051001
1764346653228,-5.238000,-13.165051,-8.151000
1764346653238,-4.833000,-11.659950,-2.379000
1764346653248,-2.878950,-11.347951,-2.496000
1764346653258,-1.183950,-11.188050,-3.813000
1764346653268,-0.142950,-10.599001,-5.977050
1764346653278,0.603000,-10.600950,-1.752000
1764346653288,1.353000,-11.293051,5.518950
1764346653298,1.306950,-13.732950,-3.720000
1764346653308,4.156050,-12.286950,3.124050
1764346653318,4.921950,-11.896951,5.527950
1764346653328,5.314950,-12.490050,-0.616950
